CountryCode,Country,SeriesCode,MDG,Series,1990,Footnotes,Type,1991,Footnotes,Type,1992,Footnotes,Type,1993,Footnotes,Type,1994,Footnotes,Type,1995,Footnotes,Type,1996,Footnotes,Type,1997,Footnotes,Type,1998,Footnotes,Type,1999,Footnotes,Type,2000,Footnotes,Type,2001,Footnotes,Type,2002,Footnotes,Type,2003,Footnotes,Type,2004,Footnotes,Type,2005,Footnotes,Type,2006,Footnotes,Type,2007,Footnotes,Type,2008,Footnotes,Type,2009,Footnotes,Type,2010,Footnotes,Type,2011,Footnotes,Type,2012,Footnotes,Type,2013,Footnotes,Type,2014,Footnotes,Type,2015,Footnotes,Type,2016,Footnotes,Type,2017,Footnotes,Type
"554","New Zealand","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"558","Nicaragua","743","N","Primary completion rate, both sexes","39.2","","C","42.2","","C","44.4","","C","48.7","","C","53.7","","C","49.2","","C","","","","","","","","","","66.9","","C","65.8","","C","66.2","","C","72.8","","C","71.6","","E","71.4","","C","74.0","","C","74.7","","C","75.7","","C","75.4","","C","","","","80.4","","C","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"562","Niger","743","N","Primary completion rate, both sexes","17.0","","C","18.1","","C","19.0","","C","16.9","","C","","","","14.2","","C","14.6","","C","18.8","","C","19.8","","C","20.4","","C","19.2","","C","20.2","","C","21.9","","C","21.3","","C","27.6","","C","30.5","","C","33.3","","C","40.4","","C","38.9","","C","41.1","","C","40.9","","C","45.5","","C","49.3","","C","49.6","","C","","",""," "," "," "," "," "," "," "," "," "
"566","Nigeria","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","79.5","","C","82.6","","C","90.6","","C","80.5","","C","69.4","","E","73.3","","E","76.0","","E","","","","","",""," "," "," ","","",""," "," "," "," "," "," "," "," "," "
"570","Niue","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","97.9","","C","85.4","","C","","","","105.0","","C","","","","","","","115.4","","C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"580","Northern Mariana Islands","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"578","Norway","743","N","Primary completion rate, both sexes","95.2","","C","100.0","","C","101.3","","C","100.0","","C","","","","","","","","","","","","","97.7","","C","97.7","","C","98.0","","C","101.6","","C","102.8","","C","103.6","","C","102.7","","C","100.2","","C","97.6","","C","98.0","","C","99.4","","C","101.4","","C","99.4","","C","97.7","","C","99.3","","C","100.4","","C","","",""," "," "," "," "," "," "," "," "," "
"512","Oman","743","N","Primary completion rate, both sexes","65.0","","C","","","","73.8","","C","","","","71.7","","C","74.3","","C","76.9","","C","79.6","","C","82.1","","C","84.5","","C","83.5","","C","85.1","","C","87.9","","C","88.4","","C"," "," "," ","","","","","","","","","","","","","93.3","","C"," "," "," ","100.8","","C","103.7","","C","97.6","","C","","",""," "," "," "," "," "," "," "," "," "
"586","Pakistan","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","61.2","","C","60.4","","C","60.6","","C","60.7","","C","62.2","","C","66.9","","C","66.6","","C","71.9","","C","73.1","","C","","",""," "," "," "," "," "," "," "," "," "
"585","Palau","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","98.8","","C","","","","","","","","","","104.5","","C","","","","","","","","","","","","","","","","","","","","","","","","","108.4","","C","95.5","","C"," "," "," "," "," "," "," "," "," "
"591","Panama","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.3","","C","91.5","","C","91.6","","C","91.9","","C","","","","92.4","","C","91.8","","C","89.2","","C","93.2","","C","96.2","","C","96.0","","C","92.0","","C","96.0","","C","97.7","","C","96.4","","C","","",""," "," "," "," "," "," "," "," "," "
"598","Papua New Guinea","743","N","Primary completion rate, both sexes","45.1","","C","43.3","","C","44.1","","C","","","","50.1","","C","50.0","","C","51.5","","C","49.9","","C","51.3","","C","","","","55.1","","C","55.7","","C","56.7","","C","58.1","","C","","","","","","","","","","","","","","","","","","","","","","","","","78.1","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"600","Paraguay","743","N","Primary completion rate, both sexes","65.2","","C","68.4","","C","71.8","","C","75.0","","C","74.6","","C","76.6","","C","81.1","","C","","","","91.7","","C","88.9","","E","91.9","","E","91.8","","C","93.4","","C","95.8","","C","94.4","","C","94.8","","C","94.0","","C","94.5","","C","94.2","","C","93.4","","C","90.8","","C","86.0","","C","83.7","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"604","Peru","743","N","Primary completion rate, both sexes","","","","","","","","","","87.8","","C","","","","89.4","","C","","","","","","","98.3","","C","103.2","","C","101.9","","C","97.3","","C","96.8","","C","101.5","","E","101.0","","C","100.6","","C","101.2","","C","103.0","","C","101.4","","C","97.9","","C","99.0","","C","96.1","","C","91.0","","C","92.5","","C","","",""," "," "," "," "," "," "," "," "," "
"608","Philippines","743","N","Primary completion rate, both sexes","89.2","","C","","","","","","","","","","","","","","","","","","","","","","84.7","","C","86.4","","C","","","","100.4","","C","94.5","","C","95.2","","C","94.0","","C","93.9","","C","91.5","","C","91.3","","C","92.0","","C","91.3","","C","","","","","","","","","","93.7","","C","","",""," "," "," "," "," "," "," "," "," "
"616","Poland","743","N","Primary completion rate, both sexes","96.9","","C","95.2","","C","96.3","","C","98.4","","C","95.0","","C","94.6","","C","97.5","","C","98.8","","C","97.3","","C","96.5","","C","95.5","","C","97.1","","C","97.0","","C","98.3","","C","98.9","","C","96.2","","C","95.5","","C","95.3","","C","","","","94.8","","C","95.4","","C","95.5","","C","","","","97.7","","C","","",""," "," "," "," "," "," "," "," "," "
"620","Portugal","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"630","Puerto Rico","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"634","Qatar","743","N","Primary completion rate, both sexes","73.0","","C","73.6","","C","67.4","","C","67.4","","C","68.5","","C","64.3","","C","55.6","","C","","","","90.8","","C","92.0","","E","","","","","","","","","","105.1","","E","","","","99.3","","E"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","",""," "," "," ","","",""," "," "," "," "," "," "," "," "," "
"498","Republic of Moldova","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","94.9","","C","","","","","","","","","","94.4","","C","97.8","","C","97.3","","C","97.1","","C","95.4","","C","96.2","","C","99.5","","C","98.0","","C","92.9","","C","91.4","","C","92.8","","C","92.0","","C","91.1","","C","89.6","","C","93.0","","C","","",""," "," "," "," "," "," "," "," "," "
"638","Reunion","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"642","Romania","743","N","Primary completion rate, both sexes","88.4","","C","","","","","","","83.5","","C","","","","92.5","","C","90.7","","C","93.0","","C","","","","89.0","","C","89.6","","C","90.4","","C","89.2","","C","95.7","","C","102.0","","C","105.7","","C","99.6","","C"," "," "," ","91.5","","C","92.8","","C","94.4","","C","97.3","","C","93.7","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"643","Russian Federation","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","93.8","","C","92.0","","C","","","","","","","","","","90.4","","C","90.6","","C","92.5","","C"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","90.6","","C","93.1","","C","97.9","","C","","","","96.4","","C","97.1","","C","99.9","","C","","",""," "," "," "," "," "," "," "," "," "
"646","Rwanda","743","N","Primary completion rate, both sexes","43.1","","C","43.5","","C","46.6","","C","","","","","","","","","","","","","","","","","","","29.4","","C","23.1","","C","24.5","","C","31.1","","C","42.6","","C","43.3","","C","","","","","","","","","","43.2","","C","53.6","","C","52.8","","C","","","","57.7","","C","59.3","","C","","",""," "," "," "," "," "," "," "," "," "
"659","Saint Kitts and Nevis","743","N","Primary completion rate, both sexes","","","","","","","118.2","","C","","","","","","","","","","","","","","","","","","","","","","103.2","","C","103.2","","C","107.3","","C","96.5","","C","107.0","","C","106.9","","C","","","","93.1","","C","84.6","","C","93.6","","C","88.8","","C","93.0","","C","92.6","","C","89.7","","C","","",""," "," "," "," "," "," "," "," "," "
"662","Saint Lucia","743","N","Primary completion rate, both sexes","123.9","","C","116.8","","C","","","","119.9","","C","","","","","","","","","","","","","","","","","","","","","","","","","105.3","","C","104.7","","C","103.8","","C","99.5","","C","106.9","","C","107.6","","C"," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","","",""," "," "," "," "," "," "," "," "," "
"670","Saint Vincent and the Grenadines","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.0","","C","102.2","","C","","","","","","","","","","109.3","","C","","","","94.1","","C","87.7","","C","98.9","","C","107.5","","C","","",""," "," "," "," "," "," "," "," "," "
"882","Samoa","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","95.1","","C","94.3","","C","93.0","","C","99.0","","C","97.6","","C","95.1","","C","94.0","","C","92.2","","C","96.8","","C","100.1","","C","98.3","","C","105.7","","C","105.7","","C","110.4","","C","","","","104.6","","C","106.5","","C","104.2","","C","102.4","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"674","San Marino","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","91.6","","C","101.2","","E","93.5","","C","95.3","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"678","Sao Tome and Principe","743","N","Primary completion rate, both sexes","77.4","","C","","","","","","","","","","","","","","","","","","","","","","","","","42.7","","C","","","","","","","56.1","","E","55.9","","C","70.0","","C","72.9","","C","","","","73.2","","C","77.4","","C","87.1","","C","88.5","","C","117.4","","C"," "," "," ","104.0","","C","94.2","","C"," "," "," "," "," "," "," "," "," "
"682","Saudi Arabia","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," ","87.7","","C","","","","90.8","","C","94.5","","C","","",""," "," "," ","102.7","","C","106.0","","C","107.8","","C","116.6","","C"," "," "," "," "," "," "," "," "," "
"686","Senegal","743","N","Primary completion rate, both sexes","41.9","","C","","","","39.2","","C","","","","38.7","","C","","","","40.5","","C","40.7","","C","42.8","","C","42.2","","C","38.6","","C","42.9","","C","45.4","","C","45.6","","C","47.6","","C","52.5","","C","49.4","","C","50.8","","E","57.9","","C","58.5","","C","57.9","","C","61.4","","C","60.5","","C","","","","60.9","","C"," "," "," "," "," "," "," "," "," "
"688","Serbia","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","100.5","","C","104.4","","C","96.4","","C","96.4","","C","99.3","","C","93.2","","C","98.9","","C","","",""," "," "," "," "," "," "," "," "," "
"690","Seychelles","743","N","Primary completion rate, both sexes","","","","107.4","","C","102.1","","C","101.4","","C","100.6","","C","","","","","","","107.9","","C","103.6","","C","104.3","","C","102.1","","C","108.8","","C","109.7","","C","111.2","","C","108.3","","C","120.5","","C","","",""," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," "," ","99.3","","C","","",""," "," "," "," "," "," "," "," "," "
"694","Sierra Leone","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," ","","","","","","","","","","76.6","","C","72.4","","C","71.0","","C","","",""," "," "," "," "," "," "," "," "," "
"702","Singapore","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," ","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"703","Slovakia","743","N","Primary completion rate, both sexes","","","","","","","96.3","","C","96.4","","C","98.5","","C","98.6","","C","97.1","","C","96.1","","C","98.5","","C","98.0","","C","96.7","","C","100.6","","C","98.1","","C","99.1","","C","97.7","","C","93.4","","C","93.8","","C","95.8","","C","98.6","","C","100.7","","C","100.9","","C","98.0","","C","94.8","","C","96.0","","C","","",""," "," "," "," "," "," "," "," "," "
"705","Slovenia","743","N","Primary completion rate, both sexes","","","","","","","","","","93.4","","C","92.7","","C","94.0","","C","93.5","","C","94.9","","C","99.1","","C","99.2","","C","96.1","","C","96.1","","C","96.1","","C","100.7","","C","112.1","","C","","","","","","","","","","95.6","","C","95.1","","C","96.5","","C","95.7","","C","100.9","","C","98.2","","C","","",""," "," "," "," "," "," "," "," "," "
"90","Solomon Islands","743","N","Primary completion rate, both sexes","60.1","","C","71.6","","C","68.8","","C","70.1","","C","72.5","","C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","85.1","","C","85.9","","C","85.4","","C","86.3","","C","","",""," "," "," "," "," "," "," "," "," "
"706","Somalia","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," ","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"710","South Africa","743","N","Primary completion rate, both sexes","","","","75.9","","C","","","","","","","","","","","","","","","","","","","89.5","","C","84.8","","C","86.6","","C"," "," "," ","91.3","","C","94.5","","C","98.5","","C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"728","South Sudan","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.4","","C","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"724","Spain","743","N","Primary completion rate, both sexes","101.3","","C","","","","","","","101.8","","C","102.7","","C","","","","","","","","","","","","","","","","","","","","","","","","","","","","103.7","","C","","","","97.7","","C","98.7","","C","100.1","","C","102.4","","C","103.3","","C","102.3","","C","102.2","","C","99.2","","C","","",""," "," "," "," "," "," "," "," "," "
"144","Sri Lanka","743","N","Primary completion rate, both sexes","96.9","","C","99.4","","C","99.3","","C","","","","","","","","","","","","","","","","97.3","","C","","","","","","","106.5","","C","111.6","","C","104.0","","C","","","","99.6","","C","98.8","","C","96.3","","E","91.7","","C","92.0","","C","98.9","","C","100.0","","C","96.8","","C","97.4","","C","","",""," "," "," "," "," "," "," "," "," "
"275","State of Palestine","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","89.3","","C","90.4","","C","90.8","","C","","","","99.4","","C","97.6","","C","97.5","","C","93.4","","C","97.0","","C","89.6","","C","92.4","","C"," "," "," ","86.1","","C","87.9","","C","89.7","","C","94.3","","C","90.4","","C","90.2","","C","93.3","","C","","",""," "," "," "," "," "," "," "," "," "
"729","Sudan","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","60.5","","C","","","","57.0","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"736","Sudan (former)","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"740","Suriname","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","83.9","","C","91.7","","C","76.5","","C","86.6","","C","86.1","","C","","","","87.7","","C","","","","85.0","","C","","",""," "," "," "," "," "," "," "," "," "
"748","Swaziland","743","N","Primary completion rate, both sexes","62.8","","C","60.8","","C","60.5","","C","60.8","","C","61.8","","C","63.4","","C","60.9","","C","61.6","","C","63.1","","C","59.9","","C","60.9","","C","58.4","","C","61.5","","C","59.7","","C","62.4","","C","65.6","","C","66.3","","C","73.3","","C","","","","72.2","","C","76.7","","C","76.8","","C","77.5","","C","","","","","",""," "," "," "," "," "," "," "," "," "
"752","Sweden","743","N","Primary completion rate, both sexes","96.5","","C","96.3","","C","100.6","","C","106.1","","C","104.3","","C","","","","","","","","","","","","","100.4","","C","99.6","","C","102.3","","C","102.6","","C","106.5","","C","104.2","","C","100.2","","C","95.7","","C","95.1","","C","94.2","","C","93.1","","C","96.7","","C","101.5","","C","102.2","","C","101.5","","C","","",""," "," "," "," "," "," "," "," "," "
"756","Switzerland","743","N","Primary completion rate, both sexes","51.2","","C","53.6","","C","55.2","","C","61.2","","C","62.3","","C","","","","73.0","","C","","","","","","","95.3","","C","96.4","","C","97.7","","C","98.0","","C","98.2","","C","99.2","","C","96.7","","C","93.7","","C","93.1","","C","94.1","","C","95.8","","C","95.9","","C","96.4","","C","96.8","","C"," "," "," ","","",""," "," "," "," "," "," "," "," "," "
"760","Syrian Arab Republic","743","N","Primary completion rate, both sexes","90.1","","C","91.7","","C","96.1","","C","88.2","","C","90.4","","C","89.8","","C","91.6","","C","91.5","","C","91.5","","C","92.0","","C","91.5","","C","93.1","","C","95.4","","C","106.6","","C","108.1","","C","109.6","","C","109.5","","C","107.3","","C","106.0","","C","104.8","","C","104.0","","C","105.7","","C","106.7","","C","63.9","","C","","",""," "," "," "," "," "," "," "," "," "
"762","Tajikistan","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","98.9","","C","","","","73.8","","C","","","","90.8","","C","91.3","","C","95.6","","C","96.8","","C","94.9","","C","91.7","","C","101.0","","C","104.3","","C","92.4","","C","94.6","","C","97.7","","C","101.0","","C","102.6","","C","97.6","","C","","","","98.2","","C"," "," "," "," "," "," "," "," "," "
"764","Thailand","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","88.3","","E","84.7","","C","86.6","","C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"807","The former Yugoslav Republic of Macedonia","743","N","Primary completion rate, both sexes","","","","","","","","","","95.6","","C","97.0","","C","96.2","","C","98.8","","C","99.2","","C","102.0","","C","100.1","","C","95.4","","C","93.0","","C","93.8","","C","90.2","","C","89.6","","C","91.7","","C","91.3","","C","92.1","","C","93.2","","C","93.9","","C","","",""," "," "," "," "," "," ","","","","","",""," "," "," "," "," "," "," "," "," "
"626","Timor-Leste","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," ","76.3","","C","65.4","","C","63.4","","C","71.0","","C","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"768","Togo","743","N","Primary completion rate, both sexes","36.4","","C","36.4","","C","37.1","","C","","","","28.4","","C","40.3","","C","46.9","","C","","","","","","","56.4","","C","65.4","","C","72.1","","C"," "," "," ","72.3","","C","74.1","","C","73.4","","C","73.4","","C"," "," "," ","66.6","","C","66.2","","C","71.3","","C","73.5","","C","77.4","","C","81.3","","C","","",""," "," "," "," "," "," "," "," "," "
"772","Tokelau","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107.9","","C","156.1","","C","173.0","","C","115.6","","C","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"776","Tonga","743","N","Primary completion rate, both sexes","127.8","","C","97.1","","C","","","","111.2","","C","","","","","","","","","","","","","107.8","","C","107.4","","C","","","","106.5","","C","","","","","","","","","","109.1","","C","104.0","","C","","","","","","","","","","","","","","","","100.3","","C","109.0","","C","","",""," "," "," "," "," "," "," "," "," "
"780","Trinidad and Tobago","743","N","Primary completion rate, both sexes","","","","99.8","","C","99.2","","C","97.3","","C","","","","","","","87.8","","C","89.8","","C","","","","100.1","","C","93.3","","C","86.7","","C","","","","89.3","","C","95.0","","C","91.9","","C","","","","95.7","","C","93.4","","C","95.6","","C","94.8","","C","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"788","Tunisia","743","N","Primary completion rate, both sexes","79.7","","C","73.5","","C","68.2","","C","72.6","","C","79.2","","C","89.4","","C","87.4","","C","90.7","","C","","","","90.8","","C","90.4","","C","91.0","","C","94.4","","C","96.6","","C","98.3","","C","99.8","","C"," "," "," ","101.3","","C","92.3","","C","90.1","","C","101.7","","C","","","","","","","97.8","","C","","",""," "," "," "," "," "," "," "," "," "
"792","Turkey","743","N","Primary completion rate, both sexes","93.1","","C","95.2","","C","100.9","","C","94.5","","C","94.5","","C","92.6","","C","","","","","","","","","","","","","","","","","","","","","","","","","97.7","","C","102.4","","C","99.2","","C","97.9","","C","99.6","","C","99.9","","C","100.2","","C","102.5","","C","101.4","","C"," "," "," ","","",""," "," "," "," "," "," "," "," "," "
"795","Turkmenistan","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"796","Turks and Caicos Islands","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," ","96.3","","E","91.7","","E","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"798","Tuvalu","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.7","","C","92.0","","C","96.1","","E","100.0","","E","106.3","","C","99.2","","C","","","","","","","","","","","","","","","","","","","86.4","","C","","",""," "," "," "," "," "," "," "," "," "
"800","Uganda","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.5","","C","61.4","","C","61.0","","C","57.3","","C","56.0","","E","","","","52.0","","C","56.6","","C","56.7","","C","55.3","","C","53.1","","C","","","","54.2","","C","","",""," "," "," "," "," "," "," "," "," "
"804","Ukraine","743","N","Primary completion rate, both sexes","100.2","","C","102.1","","C","93.8","","C","97.6","","C","94.3","","C","","","","","","","","","","96.4","","C","94.1","","C","91.4","","C","95.7","","C","98.2","","C","","","","","","","117.4","","C","104.6","","C","101.0","","C","98.6","","C","96.1","","C","98.9","","C","100.7","","C","102.8","","C","109.6","","C","","",""," "," "," "," "," "," "," "," "," "
"784","United Arab Emirates","743","N","Primary completion rate, both sexes","92.2","","C","98.8","","C","97.1","","C","94.4","","C","93.0","","C","90.9","","C","87.3","","C","91.0","","C","89.6","","C","89.2","","C"," "," "," "," "," "," "," "," "," "," "," "," ","90.3","","C","92.3","","C","92.0","","C","93.8","","C","","","","94.7","","C","101.3","","C","107.0","","C","110.6","","C"," "," "," ","","",""," "," "," "," "," "," "," "," "," "
"826","United Kingdom","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"834","United Republic of Tanzania","743","N","Primary completion rate, both sexes","","","","62.4","","C","55.1","","C","58.0","","C","55.6","","C","","","","","","","58.4","","C","48.4","","C","57.4","","C","49.5","","C","55.0","","C","59.1","","C","","","","58.1","","C","55.2","","C","72.4","","C","83.0","","E"," "," "," ","102.6","","C","89.5","","C","","","","80.8","","C","75.9","","C","","",""," "," "," "," "," "," "," "," "," "
"840","United States","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," ","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"850","United States Virgin Islands","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"858","Uruguay","743","N","Primary completion rate, both sexes","94.6","","C","94.9","","C","92.8","","C","94.5","","C","94.7","","C","94.3","","C","94.4","","C","95.8","","C","95.9","","C","96.3","","C","97.3","","C","95.4","","C","95.0","","C","91.9","","C","92.3","","C","95.5","","C","99.6","","C","104.2","","C","106.4","","C","105.8","","C","104.3","","C","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"860","Uzbekistan","743","N","Primary completion rate, both sexes","","","","","","","","","","","",""," "," "," ","99.6","","C","","","","","","","","","","96.0","","C","95.5","","C","100.9","","C","102.6","","C","97.2","","C","95.6","","C","97.4","","C","99.2","","C","97.1","","C","95.6","","C","92.4","","C","91.7","","C","91.8","","C","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"548","Vanuatu","743","N","Primary completion rate, both sexes","","","","","","","83.7","","C","","","","75.0","","C","","","","","","","","","","94.3","","C","","","","92.1","","C","106.0","","C","","","","","","","90.8","","C","","","","","","","83.6","","C","81.1","","C","84.4","","C","83.6","","C","","","","","","","93.3","","C","","",""," "," "," "," "," "," "," "," "," "
"862","Venezuela","743","N","Primary completion rate, both sexes","78.3","","C","80.8","","C","84.4","","C","83.7","","C","","","","","","","80.6","","C","80.6","","C","","","","81.2","","E","83.0","","C","84.6","","E","91.5","","C","89.5","","C","89.7","","C","91.7","","C","95.6","","C","97.5","","C","95.1","","C","94.9","","C","93.6","","C","94.8","","C","96.0","","C","95.9","","C","","",""," "," "," "," "," "," "," "," "," "
"704","Viet Nam","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," ","97.9","","C","97.8","","C","102.9","","C","99.8","","C","98.5","","E","","","","92.0","","C","96.5","","E","","","","","","","","","","","","","103.2","","C","101.2","","C","97.5","","C","","",""," "," "," "," "," "," "," "," "," "
"732","Western Sahara","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""," "," "," "," "," "," "," "," "," "
"887","Yemen","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.6","","C","","","","59.3","","C","58.4","","E","61.6","","C","60.7","","E","60.5","","C","","","","","","","63.2","","C","","","","64.9","","C"," "," "," ","69.8","","C","70.1","","C","","",""," "," "," "," "," "," "," "," "," "
"894","Zambia","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","68.2","","C","65.9","","C","63.4","","C"," "," "," ","63.2","","C","","","","74.9","","C","87.0","","C","88.3","","C","91.9","","C","95.5","","C","88.8","","C","101.4","","C"," "," "," ","91.3","","C","83.7","","C","","",""," "," "," "," "," "," "," "," "," "
"716","Zimbabwe","743","N","Primary completion rate, both sexes","","","","","","","","","","","","","","","","","","","","","","","","","","","","90.9","","C"," "," "," ","90.6","","C","84.5","","C","83.0","","E","","","","","",""," "," "," ","","","","","","","","","","","","","","","","92.0","","C","","","","","",""," "," "," "," "," "," "," "," "," "

Code, FootnoteText

Type, Name, Description
C,Country Data,"The figure is the one produced and disseminated by the country (including data adjusted BY THE COUNTRY to meet international standards)"
